,centries,titles,authors,scores,votes,website,average rating,times rated
5845,21st,Home Front,Kristin Hannah,89,1,https://www.goodreads.com/book/show/12022079-home-front,4.17,82433.0
5847,21st,"The Pox Party (The Astonishing Life of Octavian Nothing, Traitor to the Nation, #1)",M.T. Anderson,89,1,https://www.goodreads.com/book/show/169762.The_Pox_Party,3.52,15123.0
5848,21st,Frog Music,Emma Donoghue,89,1,https://www.goodreads.com/book/show/18295858-frog-music,3.19,25082.0
5849,21st,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Brian Greene,89,1,https://www.goodreads.com/book/show/22435.The_Fabric_of_the_Cosmos,4.11,36810.0
5850,21st,"Death of a Nationalist (Tejada, #1)",Rebecca Pawel,89,1,https://www.goodreads.com/book/show/12877.Death_of_a_Nationalist,3.79,700.0
5851,21st,"Dreaming the Bull (Boudica, #2)",Manda Scott,89,1,https://www.goodreads.com/book/show/404829.Dreaming_the_Bull,4.27,2235.0
5852,21st,Bridesmaids,Jane Costello,89,1,https://www.goodreads.com/book/show/3407819-bridesmaids,3.79,3961.0
5853,21st,"Captivate (Submerged Sun, #1)",Vanessa Garden,89,1,https://www.goodreads.com/book/show/18683518-captivate,3.79,1677.0
5854,21st,Body of Proof: Tainted Evidence In The Murder Of Jessica O'Grady?,John Ferak,89,1,https://www.goodreads.com/book/show/25904361-body-of-proof,3.74,382.0
5855,21st,Love Minus Eighty,Will McIntosh,89,1,https://www.goodreads.com/book/show/16100436-love-minus-eighty,3.81,2915.0
5856,21st,"The Dead Will Tell (Kate Burkholder, #6)",Linda Castillo,89,1,https://www.goodreads.com/book/show/18404195-the-dead-will-tell,4.16,13105.0
5857,21st,Bad Girl: Prequel to Serial,Blake Crouch,89,1,https://www.goodreads.com/book/show/8141084-bad-girl,3.78,547.0
5858,21st,Forks Over Knives: The Plant-Based Way to Health,Gene Stone,89,1,https://www.goodreads.com/book/show/11223186-forks-over-knives,4.08,7034.0
5859,21st,"The White Queen (The Plantagenet and Tudor Novels, #2)",Philippa Gregory,89,2,https://www.goodreads.com/book/show/5971165-the-white-queen,3.95,166044.0
5860,21st,"The Hit (Will Robie, #2)",David Baldacci,89,1,https://www.goodreads.com/book/show/17838373-the-hit,4.13,62139.0
5861,21st,"Kerjäläisprinsessa (Gigi ja Henry, #1)",Magdalena Hai,89,1,https://www.goodreads.com/book/show/15846845-kerj-l-isprinsessa,3.45,184.0
5862,21st,"The Command of the Ocean: A Naval History of Britain, 1649­-1815",N.A.M. Rodger,89,1,https://www.goodreads.com/book/show/426215.The_Command_of_the_Ocean,4.3,354.0
5863,21st,A Lion's Tale: Around the World in Spandex,Chris Jericho,89,1,https://www.goodreads.com/book/show/1300234.A_Lion_s_Tale,4.38,5091.0
5864,21st,The First Collection of Criticism by a Living Female Rock Critic,Jessica Hopper,89,2,https://www.goodreads.com/book/show/22928980-the-first-collection-of-criticism-by-a-living-female-rock-critic,4.01,1908.0
5865,21st,Doctor Who: The Stones of Venice,Paul Magrs,89,2,https://www.goodreads.com/book/show/644664.Doctor_Who,3.4,1215.0
5866,21st,The Redheaded Princess,Ann Rinaldi,89,1,https://www.goodreads.com/book/show/1696953.The_Redheaded_Princess,3.76,1488.0
5867,21st,The Guardians: An Elegy for a Friend,Sarah Manguso,89,1,https://www.goodreads.com/book/show/12510874-the-guardians,3.98,845.0
5868,21st,The Truth Is a Cave in the Black Mountains,Neil Gaiman,89,1,https://www.goodreads.com/book/show/18635092-the-truth-is-a-cave-in-the-black-mountains,3.99,9536.0
5869,21st,Himself,Jess Kidd,89,1,https://www.goodreads.com/book/show/31935329-himself,3.92,11093.0
5870,21st,Mãn,Kim Thúy,89,1,https://www.goodreads.com/book/show/25999106-m-n,3.82,3184.0
5871,21st,Children of the New World,Alexander Weinstein,89,1,https://www.goodreads.com/book/show/29243630-children-of-the-new-world,3.77,3208.0
5872,21st,A Handful of Stars,Cynthia Lord,89,1,https://www.goodreads.com/book/show/23399197-a-handful-of-stars,4.15,5364.0
5873,21st,"Der Weg nach Camelot (Gwydion, #1)",Peter Schwindt,89,1,https://www.goodreads.com/book/show/1692855.Der_Weg_nach_Camelot,3.96,114.0
5874,21st,Kicking Off: Why hooliganism and racism are killing football,Dougie Brimson,89,1,https://www.goodreads.com/book/show/19475852-kicking-off,3.3,30.0
5875,21st,Redeployment,Phil Klay,89,1,https://www.goodreads.com/book/show/18114068-redeployment,3.96,23166.0
5876,21st,"The Disciple of Las Vegas (Ava Lee, #2)",Ian Hamilton,89,1,https://www.goodreads.com/book/show/10841815-the-disciple-of-las-vegas,3.9,1680.0
5877,21st,Stay Where You Are and Then Leave,John Boyne,89,1,https://www.goodreads.com/book/show/18104749-stay-where-you-are-and-then-leave,3.96,8957.0
5878,21st,"The Third Reich in Power (The History of the Third Reich, #2)",Richard J. Evans,89,1,https://www.goodreads.com/book/show/536788.The_Third_Reich_in_Power,4.32,5884.0
5879,21st,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,89,1,https://www.goodreads.com/book/show/12609433-the-power-of-habit,4.12,431109.0
5880,21st,One Brother Shy,Terry Fallis,89,1,https://www.goodreads.com/book/show/33143344-one-brother-shy,3.96,1269.0
5881,21st,"The Dark Forest (Remembrance of Earth’s Past, #2)",Liu Cixin,89,1,https://www.goodreads.com/book/show/23168817-the-dark-forest,4.41,93935.0
5882,21st,Jackalope Wives and Other Stories,T. Kingfisher,89,1,https://www.goodreads.com/book/show/35058181-jackalope-wives-and-other-stories,4.52,1267.0
5884,21st,Coreyography,Corey Feldman,89,1,https://www.goodreads.com/book/show/17286694-coreyography,3.83,6049.0
5885,21st,The Talented Ribkins,Ladee Hubbard,89,1,https://www.goodreads.com/book/show/32873790-the-talented-ribkins,3.73,1415.0
5886,21st,"The Biology of Wonder: Aliveness, Feeling and the Metamorphosis of Science",Andreas Weber,89,1,https://www.goodreads.com/book/show/28412693-the-biology-of-wonder,4.05,60.0
5887,21st,Acquiring Genomes: A Theory Of The Origin Of Species,Lynn Margulis,89,1,https://www.goodreads.com/book/show/91261.Acquiring_Genomes,3.96,243.0
5888,21st,"Odinsbarn (Ravneringene, #1)",Siri Pettersen,89,1,https://www.goodreads.com/book/show/18137087-odinsbarn,4.14,8025.0
5889,21st,"Armageddon Outta Here (Skulduggery Pleasant, #8.5)",Derek Landy,89,1,https://www.goodreads.com/book/show/18809484-armageddon-outta-here,4.39,3808.0
5890,21st,Ten Little Fingers and Ten Little Toes,Mem Fox,89,1,https://www.goodreads.com/book/show/3124179-ten-little-fingers-and-ten-little-toes,4.24,5384.0
5891,21st,Freedom is a constant struggle,Angela Y. Davis,89,1,https://www.goodreads.com/book/show/25330108-freedom-is-a-constant-struggle,4.4,16037.0
5892,21st,"The Princess Saves Herself in This One (Women Are Some Kind of Magic, #1)",Amanda Lovelace,89,1,https://www.goodreads.com/book/show/30075802-the-princess-saves-herself-in-this-one,3.84,109655.0
5893,21st,Celestial Bodies,Jokha Alharthi,89,1,https://www.goodreads.com/book/show/49382648-celestial-bodies,3.42,12458.0
5894,21st,"Dom Wars: Round 1 & 2 (Dom Wars, #1-2)",Lucian Bane,89,1,https://www.goodreads.com/book/show/22045298-dom-wars,4.18,653.0
5895,21st,"How to Change Your Mind: What the New Science of Psychedelics Teaches Us About Consciousness, Dying, Addiction, Depression, and Transcendence",Michael Pollan,89,1,https://www.goodreads.com/book/show/36613747-how-to-change-your-mind,4.23,60427.0
5896,21st,Bournemouth Boys and Boscombe Girls,Danny Winter,89,1,https://www.goodreads.com/book/show/37594559-bournemouth-boys-and-boscombe-girls,4.35,20.0
5897,21st,"Tales from a Not-So-Glam TV Star (Dork Diaries, #7)",Rachel Renée Russell,89,1,https://www.goodreads.com/book/show/18689810-tales-from-a-not-so-glam-tv-star,4.35,17884.0
5898,21st,"Memory Man (Amos Decker, #1)",David Baldacci,89,1,https://www.goodreads.com/book/show/23153154-memory-man,4.09,121908.0
5899,21st,The Penguin Lessons,Tom Michell,89,1,https://www.goodreads.com/book/show/26192990-the-penguin-lessons,4.1,8994.0
5900,21st,Was helfen könnte,Mona Høvring,89,1,https://www.goodreads.com/book/show/49209863-was-helfen-k-nnte,3.95,147.0
5901,21st,A Libertarian Walks Into a Bear: The Utopian Plot to Liberate an American Town,Matthew Hongoltz-Hetling,89,2,https://www.goodreads.com/book/show/51477122-a-libertarian-walks-into-a-bear,3.85,2757.0
5902,21st,The Inconvenient Indian: A Curious Account of Native People in North America,Thomas King,89,1,https://www.goodreads.com/book/show/13414530-the-inconvenient-indian,4.23,13473.0
5903,21st,"How Hard Can Love Be? (The Spinster Club, #2)",Holly Bourne,89,2,https://www.goodreads.com/book/show/26255907-how-hard-can-love-be,4.09,7964.0
5904,21st,Ο Δον Υπαστυνόμος,Δημήτρης Καρακίτσος,89,1,https://www.goodreads.com/book/show/56222934,4.21,115.0
5905,21st,Whipping Girl: A Transsexual Woman on Sexism and the Scapegoating of Femininity,Julia Serano,89,1,https://www.goodreads.com/book/show/605663.Whipping_Girl,4.25,6863.0
5906,21st,"Nightfall (Keeper of the Lost Cities, #6)",Shannon Messenger,89,1,https://www.goodreads.com/book/show/32762917-nightfall,4.59,21162.0
5907,21st,Girl in Pieces,Kathleen Glasgow,89,1,https://www.goodreads.com/book/show/29236380-girl-in-pieces,4.13,63163.0
5908,21st,Practical Object Oriented Design in Ruby,Sandi Metz,89,1,https://www.goodreads.com/book/show/13507787-practical-object-oriented-design-in-ruby,4.54,2609.0
5909,21st,The Thousand Crimes of Ming Tsu,Tom Lin,89,1,https://www.goodreads.com/book/show/55643292-the-thousand-crimes-of-ming-tsu,3.91,4259.0
5910,21st,"The Chateau (The Original Sinners, #9)",Tiffany Reisz,89,1,https://www.goodreads.com/book/show/39102011-the-chateau,4.29,1544.0
5911,21st,"Wallbanger (Cocktail, #1)",Alice Clayton,89,1,https://www.goodreads.com/book/show/15858248-wallbanger,4.01,196041.0
5912,21st,"Delusion in Death (In Death, #35)",J.D. Robb,89,1,https://www.goodreads.com/book/show/13252406-delusion-in-death,4.34,24562.0
5913,21st,"One of Us Is Lying (One of Us is Lying, #1)",Karen M. McManus,89,1,https://www.goodreads.com/book/show/32571395-one-of-us-is-lying,4.01,532959.0
5914,21st,"The Scavenger Door (Finder Chronicles, #3)",Suzanne Palmer,89,1,https://www.goodreads.com/book/show/51319852-the-scavenger-door,4.2,608.0
5915,21st,Hotel World,Ali Smith,88,1,https://www.goodreads.com/book/show/123036.Hotel_World,3.59,6036.0
5916,21st,Lawless World: Making And Breaking Global Rules,Philippe Sands,88,1,https://www.goodreads.com/book/show/1442382.Lawless_World,3.93,138.0
5917,21st,Shakespeare's Ideas,David Bevington,88,1,https://www.goodreads.com/book/show/5617638-shakespeare-s-ideas,3.74,19.0
5918,21st,The Wilderness Warrior: Theodore Roosevelt and the Crusade for America,Douglas Brinkley,88,1,https://www.goodreads.com/book/show/4668676-the-wilderness-warrior,4.06,1990.0
5919,21st,Transition,Iain M. Banks,88,1,https://www.goodreads.com/book/show/6436659-transition,3.86,9918.0
5920,21st,The Big Rewind: A Memoir Brought to You by Pop Culture,Nathan Rabin,88,1,https://www.goodreads.com/book/show/5846386-the-big-rewind,3.36,804.0
5922,21st,"Full Circle (Avalon: Web of Magic, #12)",Rachel Roberts,88,1,https://www.goodreads.com/book/show/6874853-full-circle,4.46,585.0
5923,21st,Diamond Willow,Helen Frost,88,1,https://www.goodreads.com/book/show/2884170-diamond-willow,3.99,3194.0
5924,21st,Oz: The Wonderful Wizard of Oz,Eric Shanower,88,1,https://www.goodreads.com/book/show/6662883-oz,4.09,25986.0
5925,21st,"Sabotaged (The Missing, #3)",Margaret Peterson Haddix,88,1,https://www.goodreads.com/book/show/7130745-sabotaged,3.94,11802.0
5926,21st,Refugee Boy,Benjamin Zephaniah,88,1,https://www.goodreads.com/book/show/1483375.Refugee_Boy,3.75,2774.0
5927,21st,Cethe,Becca Abbott,88,1,https://www.goodreads.com/book/show/7186426-cethe,3.73,1357.0
5928,21st,"The Jesus Dynasty: The Hidden History of Jesus, His Royal Family, and the Birth of Christianity",James D. Tabor,88,1,https://www.goodreads.com/book/show/339131.The_Jesus_Dynasty,3.94,919.0
5929,21st,Breath,Donna Jo Napoli,88,1,https://www.goodreads.com/book/show/81133.Breath,3.78,914.0
5930,21st,The Pursuit of Happiness,Douglas Kennedy,88,1,https://www.goodreads.com/book/show/291112.The_Pursuit_of_Happiness,4.15,5814.0
5931,21st,King of the Badgers,Philip Hensher,88,1,https://www.goodreads.com/book/show/10725807-king-of-the-badgers,3.37,750.0
5932,21st,Ressusciter,Christian Bobin,88,1,https://www.goodreads.com/book/show/69108.Ressusciter,3.46,282.0
5933,21st,"Tunnels (Tunnels, #1)",Roderick Gordon,88,1,https://www.goodreads.com/book/show/4045691-tunnels,3.62,16735.0
5934,21st,Crooked Little Vein,Warren Ellis,88,1,https://www.goodreads.com/book/show/43717.Crooked_Little_Vein,3.82,9356.0
5935,21st,"The Girl with No Shadow (Chocolat, #2)",Joanne Harris,88,1,https://www.goodreads.com/book/show/2227371.The_Girl_with_No_Shadow,3.85,17876.0
5936,21st,"Hunted by the Others (H&W Investigations, #1)",Jess Haines,88,1,https://www.goodreads.com/book/show/7081899-hunted-by-the-others,3.59,3059.0
5937,21st,The Four Steps to the Epiphany: Successful Strategies for Startups That Win,Steve Blank,88,1,https://www.goodreads.com/book/show/762542.The_Four_Steps_to_the_Epiphany,3.93,15756.0
5938,21st,"Last Bitch Standing (Bitch, #5)",Deja King,88,1,https://www.goodreads.com/book/show/6322715-last-bitch-standing,4.65,2433.0
5939,21st,Koolaids: The Art of War,Rabih Alameddine,88,1,https://www.goodreads.com/book/show/1055996.Koolaids,4.04,709.0
5940,21st,Up in the Air,Walter Kirn,88,1,https://www.goodreads.com/book/show/30680.Up_in_the_Air,2.87,4819.0
5941,21st,The War of the Flowers,Tad Williams,88,1,https://www.goodreads.com/book/show/28692.The_War_of_the_Flowers,3.88,8900.0
5942,21st,"Ashes (Ashes Trilogy, #1)",Ilsa J. Bick,88,1,https://www.goodreads.com/book/show/9975679-ashes,3.93,24870.0
5943,21st,"The Beginning: Born at Midnight and Awake at Dawn (Shadow Falls, #1-2)",C.C. Hunter,88,1,https://www.goodreads.com/book/show/16037338-the-beginning,4.52,3695.0
5944,21st,"Runemarks (Runemarks, #1)",Joanne Harris,88,1,https://www.goodreads.com/book/show/7077215-runemarks,3.74,8217.0
5945,21st,Lunar Follies,Gilbert Sorrentino,88,1,https://www.goodreads.com/book/show/436055.Lunar_Follies,3.25,84.0
5946,21st,"A Taste for a Mate (Redwood Pack, #1)",Carrie Ann Ryan,88,1,https://www.goodreads.com/book/show/13155343-a-taste-for-a-mate,3.9,3119.0
5947,21st,"Libriomancer (Magic Ex Libris, #1)",Jim C. Hines,88,1,https://www.goodreads.com/book/show/12844699-libriomancer,3.8,12403.0
5948,21st,"Timeless (Transcend Time, #2)",Michelle Madow,88,1,https://www.goodreads.com/book/show/12933542-timeless,3.85,794.0
5949,21st,The Fool's Tale,Nicole Galland,88,1,https://www.goodreads.com/book/show/483784.The_Fool_s_Tale,3.65,1689.0
5950,21st,"Covenant's End (Widdershins Adventures, #4)",Ari Marmell,88,1,https://www.goodreads.com/book/show/15268257-covenant-s-end,4.15,565.0
5951,21st,The Final Alice,Alycia Ripley,88,1,https://www.goodreads.com/book/show/10587893-the-final-alice,3.89,18.0
5952,21st,"Amethyst (Guardian, #1)",Heather Bowhay,88,1,https://www.goodreads.com/book/show/17292673-amethyst,3.83,2630.0
5953,21st,A Heart Most Worthy,Siri Mitchell,88,1,https://www.goodreads.com/book/show/8125723-a-heart-most-worthy,3.94,1872.0
5954,21st,"Bad Blood (Virgil Flowers, #4)",John Sandford,88,1,https://www.goodreads.com/book/show/7713965-bad-blood,4.21,28336.0
5955,21st,"Going Clear: Scientology, Hollywood, and the Prison of Belief",Lawrence Wright,88,2,https://www.goodreads.com/book/show/16142053-going-clear,4.03,41197.0
5956,21st,"De monstertrilogie: Het goddelijke monster, Zwarte tranen, Boze tongen",Tom Lanoye,88,1,https://www.goodreads.com/book/show/10155409-de-monstertrilogie,3.79,303.0
5958,21st,Koba the Dread: Laughter and the Twenty Million,Martin Amis,88,1,https://www.goodreads.com/book/show/18832.Koba_the_Dread,3.86,1709.0
5959,21st,"The Chase (Deed, #3)",Lynsay Sands,88,1,https://www.goodreads.com/book/show/39398.The_Chase,4.05,2981.0
5960,21st,What's Hot:,Caitlyn Davis,88,1,https://www.goodreads.com/book/show/1223238.What_s_Hot,3.79,437.0
5961,21st,"Thumped (Bumped, #2)",Megan McCafferty,88,1,https://www.goodreads.com/book/show/12924279-thumped,3.37,5388.0
5962,21st,"The Immortals (Immortals, #1-4)",Tamora Pierce,88,1,https://www.goodreads.com/book/show/153797.The_Immortals,4.58,7885.0
5963,21st,"The Scourge of Muirwood (Legends of Muirwood, #3)",Jeff Wheeler,88,1,https://www.goodreads.com/book/show/10781911-the-scourge-of-muirwood,4.17,15140.0
5964,21st,I have a Dream,Rashmi Bansal,88,1,https://www.goodreads.com/book/show/11470675-i-have-a-dream,3.7,3625.0
5965,21st,Born Fighting: How the Scots-Irish Shaped America,James Webb,88,1,https://www.goodreads.com/book/show/223428.Born_Fighting,3.82,1606.0
5966,21st,The Complete Quotations of Friedrich Nietzsche,Friedrich Nietzsche,88,1,https://www.goodreads.com/book/show/20660635-the-complete-quotations-of-friedrich-nietzsche,4.17,58.0
5967,21st,"The Visual Time Traveller: 500 Years of History, Art and Science in 100 Unique Designs",Alison Hackett,88,1,https://www.goodreads.com/book/show/21842024-the-visual-time-traveller,4.67,3.0
5968,21st,"Down Range (Shadow Warriors, #2)",Lindsay McKenna,88,1,https://www.goodreads.com/book/show/17900129-down-range,4.04,413.0
5969,21st,Ghosts of Manhattan,Douglas Brunt,88,1,https://www.goodreads.com/book/show/13547513-ghosts-of-manhattan,3.39,1151.0
5970,21st,"I Hunt Killers (I Hunt Killers, #1)",Barry Lyga,88,1,https://www.goodreads.com/book/show/7766027-i-hunt-killers,4.02,38233.0
5971,21st,"The Fall of Five (Lorien Legacies, #4)",Pittacus Lore,88,1,https://www.goodreads.com/book/show/18274725-the-fall-of-five,4.22,62839.0
5972,21st,"One of Our Thursdays Is Missing (Thursday Next, #6)",Jasper Fforde,88,2,https://www.goodreads.com/book/show/8131227-one-of-our-thursdays-is-missing,3.97,18659.0
5973,21st,My Best Friend's Girl,Dorothy Koomson,88,1,https://www.goodreads.com/book/show/715016.My_Best_Friend_s_Girl,4.05,21054.0
5974,21st,"The Golden Elephant (Rogue Angel, #14)",Alex Archer,88,1,https://www.goodreads.com/book/show/3361023-the-golden-elephant,3.65,534.0
5975,21st,A Stranger in Olondria,Sofia Samatar,88,1,https://www.goodreads.com/book/show/12814333-a-stranger-in-olondria,3.67,2406.0
5976,21st,Thank You for Not Reading,Dubravka Ugrešić,88,1,https://www.goodreads.com/book/show/592578.Thank_You_for_Not_Reading,3.92,412.0
5977,21st,Helena's Husband: A One Act Play,Philip Moeller,88,1,https://www.goodreads.com/book/show/20465626-helena-s-husband,3.33,9.0
5978,21st,Nebula Awards Showcase 2012,James Patrick Kelly,88,1,https://www.goodreads.com/book/show/13649299-nebula-awards-showcase-2012,3.56,163.0
5979,21st,"The Last Town (Wayward Pines, #3)",Blake Crouch,88,1,https://www.goodreads.com/book/show/20423680-the-last-town,4.09,52804.0
